《纸牌的秘密》,乔斯坦·贾德,哲学,说到小说体的哲学启蒙读物，《苏菲的世界》肯定榜上有名。而书单狗说的这本，比《苏菲的世界》更有故事性。它讲述的是关于家族、“我是谁”的哲学疑问、虚幻与现实交织的故事。不仅有推理小说的悬念，哲学的思维也在扣人心弦的寻找故事中给人以启迪。
《纸牌的秘密》,乔斯坦·贾德,哲学,汉斯与父亲在寻找离家出走的母亲的路上，得到了一本只有放大镜才能看到的小书。在这本小书里，有一群生活在孤岛上的纸牌人，他们梦游一般活着。唯独纸牌中的小丑，格格不入，他怀疑世界的一切。也正是他的这份怀疑，让他跳脱了纸牌的限制，得到了真正的人格与自由。因为曾经的我们，内心都住着一个爱问十万个为什么的小丑，可随着我们的成熟与世故，小丑离家出走了。但好在，这本书能帮我们重新唤回小丑。
《正念的奇迹》,一行禅师,哲学,吃橘子的时候，你是一口吃完还是一瓤一瓤，细细咀嚼？一口吃完是你无意识下的动作，而一瓤一瓤地吃，是你清醒地知道自己在吃橘子。而后者就是一行禅师口中的正念，是对当下的一份清晰的认知，也可以说是活在当下。而这本书，就是用这样一个个简单易懂，又充满禅思趣味的小故事，来告诉我们正念的奇迹。除此之外，一行禅师更是在书中娓娓道来修行正念的方式：专注于当下，呼吸，走路，微笑……都是一些最简单不过的道理，却能让人心服口服。而在理解正念，学习正念的这个过程里，正念就已经在发挥它的作用了——我们专注于活着的每一刻，始终保持心灵的平和。
《哲学要义》,叶秀山,哲学,作者叶秀山是中国著名的哲学家，而这本书则是根据他给北大新生教授哲学导论的课件整理而成的。在书中，叶先生将西方哲学发展史和自己几十年的研究哲学的经验相融合。在帮我们系统梳理哲学基本问题的同时，还教我们如何理解哲学，学习哲学。他认为学习哲学有四大基本功：听、说、读、写。其中“读”是最主要的方式。学习哲学就要多读哲学大师的书，这些书看似是它教会你什么，其实是启发你，让你提问题，让你和它辩论，之后你才能获得更多的启发和思考。整本书读下来逻辑通畅，语言清新朴素，加上作者深厚的学术功底和广阔的知识积累，书单狗在不知不觉中就完成了一次哲学的旅程。
《哲学研究》,维特根斯坦,哲学,
《哲学问题》,罗素,哲学,与其它哲学家不同的是，罗素认为哲学的价值不应该在于给问题寻找确定的答案，因为答案从某种程度上只会禁锢思想。哲学的目的是获取知识，启发思考，所以当我们在思考答案的同时，更要关注问题的本身，这会让我们扩大对世界和事物的认知。哲学之所以神秘，就在于哲学的深邃广阔。当你走进哲学，你就会发现哲学其实是一个没有边际的世界，而罗素的这本书就是带你走进这样的世界。
《哲学通信》,伏尔泰,哲学,
《哲学家们都干了些什么？》,林欣浩,哲学,这本书沿着历史的脉络，把一个个哲学家的经历和思考，摆在了我们面前。相比于其他的哲学书，书单狗认为这本书有两个超越前人的优点。一是把哲学家放在了历史的大环境中，让人恍然大悟，原来哲学从来都不是哲学家们一拍脑袋想出来的。而是先有了和普通人一样，对生活和生命的思考，才有了哲学。二是这本书非常好懂，复杂的哲学术语竟能如此清晰！当你带着对世界的好奇和怀疑打开这本书，你一定会被其中的内容所吸引。因为每个哲学家开始思考的动力和我们每个人一样，那就是对世界的好奇和怀疑。当你把所有前人的思考和智慧都消化一遍，你会对人生的意义有全新的理解。
《哲学的故事》,威尔·杜兰特,哲学,
《与自己和解》,一行禅师,哲学,在书中，一行禅师将运用佛法原理，为我们一步步讲解如何与自己和解。同时，他还讲了一些平易近人的小故事，以及教我们如何去练习。这本书最治愈的地方不是告诉我们如何疗愈自己，而是在警醒我们，有童年创伤并不丢人，放弃与自己和解才是！所以，请打开这本书吧，你会重新找到真正的自己。
《性经验史》,米歇尔·福柯,哲学,《性经验史》可不是你想象中的小黄书，它可不是关于“性经验”的历史发展。在这本书里，福柯将狭义的性学升华了，他不是讨论在性中获得的快感和高潮，而是讨论性与外界的关系。福柯在《性经验史》中最核心的观点至今掷地有声：我们大家都生活在“性”的社会里，或者说是生活在“性”之中，“性经验”就是人类社会权力关系运作的支点。简单来说，就是不要小瞧性的伟大作用，因为我们的社会就是性在调节——当性被唤醒，我们控制身体，进行繁衍；当性被过度压抑的时候，人们无处宣泄的情绪，便会催生一系列以性为主题的文学艺术；而当一些与性相关的行为，影响到社会文明时，相应的对策也就应运而生......
《性爱与婚姻》,罗素,哲学,美满的婚姻怎么来的？出现第三者了怎么办？为了孩子就一定要维持婚姻的稳定，不能离婚？如果你对婚姻还处于观望状态，书单狗建议你读一读这本《性爱与婚姻》。这是一部论述爱情、婚姻和幸福的著作，它开启了现代性爱哲学的新时代。在当时宗教对性的严厉禁锢下，罗素在这本书里大胆发声，他重新定义了性爱道德。在他看来，性爱哲学中的最大道德就是人道主义和每个生命的自由。他主张性解放和性自由，他认为每个女性都可以和男性一样拥有开放的性态度并且享受性。在罗素的影响下，人们也渐渐明白，只有在人道主义和生命自由的前提下，才能拥有真诚纯洁的爱情和婚姻。性爱哲学的新时代由罗素拉开了序幕，我们对两性幸福的追求将永不谢幕。
《幸福之路》, 贝特兰·罗素,哲学,在这本书里，作者讨论了各种常见的问题，如疲劳、嫉妒、烦闷等等，制作出一张献给大家的方子，希望通过这张方子让无数郁闷的男男女女变得幸福。本汪和小伙伴们都觉得罗素的大智慧让人很有启发，各种被戳中。
《幸福来自绝对的信任》,一行禅师,哲学,怎样维护长期的亲密关系？很多人都在寻找这个问题的答案。一行禅师在这本《幸福来自绝对的信任》中，为我们找到了答案。那就是，亲密关系中最最重要的就是彼此之间的信任。因为两个人之间没有信任，就会带来怀疑，怀疑会带来争执，争执会加重两个人之间的缝隙，最终导致两个人不幸福地分开。爱，说穿了就是学习信任一个人。
《新工具》,弗兰西斯·培根,哲学,
《小逻辑》,黑格尔,哲学,对逻辑学感兴趣的宝宝可以看一看这本经典。黑格尔在此书中，批判了旧式形而上学，创立和发挥了唯心主义辩证法。虽然这本书比较深奥难懂，但大师睿智的思维，还是能给人以一定的启发的。
《像哲学家一样思考》,詹姆斯·克里斯蒂安,哲学,这是一本能让你轻松地在哲学和生活之间建立起联系的入门佳作。作者是哲学系资深教授，也是古希腊“整合哲学”理念的重要推广者，因此十分擅长将各种知识进行整合，再融合进哲学的世界。在这本书里，作者梳理了历史上三十多位哲学先贤的生平和思想，内容涵盖了天文地理、自然科学、法律伦理等几乎所有人类世界的思考命题，涉及到生活的方方面面。作者认为哲学不是给你关于世界和人生观的准确答案的，而是教你如何去寻找答案，如何运用哲学找到生活的目标和理由。
《西西弗神话》,加缪,哲学,西西弗是古希腊神话中的人物，他的宿命就是日复一日推滚石上山。在这本书里，加缪认为人类的命运就像西西弗的宿命一样荒谬，人生的本质也是一种荒谬。但是他也同时认为，荒谬不等于绝望，因为只有在看透了荒谬的同时，依旧能奋起反抗、自我坚持、永不退缩，才能找到一条通往幸福的路。作为二战后的法国精神领袖之一，加缪的这种思想鼓舞了一批又一批迷茫中的法国青年。而他对于哲学的一些思索也成了后人发展哲学的基石。
《西藏生死书》,索甲仁波切,哲学,《西藏生死书》脱胎于神秘莫测的藏传佛教经典《西藏度亡经》。这部蕴含了佛教最高智慧的经书，是公认的难懂，以至于一般的僧人根本都接触不到！但是每一个读过这本书的人，都会和书单狗有一样的感受：读到这本书是幸运的，因为这本书会让人对未知的世界充满了遐想。即使是在闲暇的时间，随手抓起这本书，翻看一两页，你也会觉得这短暂的几分钟没有虚度。
《物性论》,卢克莱修,哲学,
《乌托邦》,托马斯·摩尔,哲学,
《谈谈方法》, 笛卡尔,哲学,在许多哲学经典中，笛卡尔的《谈谈方法》绝对是逆天的存在，它轻巧通俗，篇幅短小，循循善诱，让人可以毫无负担地一口气读下来。它是理性主义的入门读物，讨论怎么认识这个世界，怎么发现和重建真理。读罢此书，你会被笛卡尔那种严谨、怀疑的精神深深触动。
《太阳城》,康帕内拉,哲学,
《神圣的苏格拉底之死》,让·保罗·蒙欣       燕妮·勒布哈丝 ,哲学,苏格拉底走过雅典街头，向人们呼吁：认识你自己。这句希腊德尔斐的阿波罗神庙门柱上的铭言，因为苏格拉底而家喻户晓。在欧洲文化史上，苏格拉底一直被看做是为追求真理而死的圣人。苏格拉底之死，也是古希腊雅典城邦史，乃至西方思想史上的一个重要时刻。这本书语言浅显生动，再现了对苏格拉底的审判和处刑，并通过苏格拉底与周围人的对话，让读者了解到他独特的生活、思想和人格魅力。整个阅读的过程，书单狗的精神世界，经历了一次彻底的荡涤和洗礼。认识自己是一个贯穿古今、贯穿每个人一生的哲学命题。我们应该记住苏格拉底的这句箴言——认识你自己。
《神逻辑》,阿里·阿莫萨维,哲学,
《人生的智慧》,叔本华,哲学,很少有人这样直白地跟你讲人生智慧，教会你如何理解幸福。许许多多人都能在此书中找到共鸣，书单汪认为如果人生只读一本“心灵鸡汤”，那一定要读这本。
《人生的意义》,特里·伊格尔顿,哲学,
《权力意志》,弗里德里希·威廉·尼采,哲学,
《你的第一本哲学书》,托马斯·内格尔,哲学,这是一本引导你哲学思考的书，在这本书里，内格尔向我们展现了哲学的真正旨趣所在，他抛出了很多问题让我们思考，告诉我们如何寻找生活的意义，让我们重新审视自己的生活。
《马克思主义和哲学》,柯而施,哲学,
《马克思的誓言》,罗南·奥贾兰        多纳斯严·玛丽 ,哲学,这本书中的马克思，和政治课本中的马克思，魅力完全不一样。在这本书中，马克思是一个到城市学习哲学的年轻人。他目睹了西里西亚的小农户不断被市场剥夺了一切，最后只能靠出卖劳动力生活。当他看到小织布商倒在士兵的枪口下时，马克思确定了他的目标：终其一生来推翻一切使人类蒙受羞辱，惨遭奴役、遗弃和鄙视的现象。基于这个目标，马克思提出了一个著名的哲学思想：真正的自由王国，存在于物质生产领域的彼岸，这就是人的解放。在这个自由王国里，劳动和其他一切人类活动，都是为了实现人自身的内在需要，是对自我的修行。马克思终身都在践行他的这一哲学思想。这就是马克思的誓言。
《卢梭的歌剧》,埃德维尔·诗卢特    马蒂亚斯·阿黑奇 ,哲学,这本书，用歌剧的形式，在一幕幕的剧作中，来灵活传神地展现了卢梭的生命历程和心灵旅程。仿佛卢梭就在你眼前。在哲学上，卢梭坚持“自然神论”观点，强调人性本善，信仰高于理性。在社会观上，卢梭坚持社会契约论，主张自由平等，提出“天赋人权”。在教育上，卢梭认为教育目的在培养自然人，主张服从自然法则，顺应儿童本性，听任人的身心的自由发展。过去，也许你只知道“人生而自由，却无往不在枷锁之中。”而这句话的后面一句更为受用——“自以为是其他一切的主人的人，反而比其他一切更是奴隶。” 
《猎人笔记》,屠格涅夫,哲学,当你翻开这本书的时候，你将跟随一位猎人，带着一枪一狗，走进一个半世纪前俄罗斯的广袤大地......在屠格涅夫的笔下，无论是夜气未散的森林清晨，还是星空穹隆的沉默草原，亦或是空气中饱合苦艾的新鲜苦味和荞麦甘香，都梦幻得让人如痴如醉。于是你不得不惊叹俄罗斯大自然的丰富与壮美，深邃与伟大。然而在这番美景之下，是那些艰苦生活着的底层人民，这些人有的正面临着死亡，有的被命运无情捉弄，有的则困惑于人生的意义……庆幸的是，他们从没放弃希望。也正是俄罗斯人民的这种坚韧品格，让书单狗相信，这本书在唤醒你眼睛、耳朵、皮肤感官的同时，也将轻而易举地进入你的灵魂深处。
《理想国》,柏拉图,哲学,
《理想的冲突》,L. J. 宾克莱 ,哲学,
《李银河：我的社会观察》,李银河,哲学,在中国提性爱哲学，书单狗认为，李银河绝对是绕不开的。因为从某种意义上来说，李银河扛起了中国性爱哲学开拓者的大旗。为中国性爱哲学的开拓作品，全书从性别、爱情、倾向、观念等四个部分对性爱哲学进行了全景展示。对于性爱哲学中的几组关键话题——爱情、婚姻、性与道德等，李银河也做了十分深刻的哲思。她关于爱情的论述——“爱情，是一种两个人情投意合，心心相印的感觉，是一种两个人合二而一的冲动，是一种突然迸发的激情。” 李银河的这番话会让一个人从根本上懂得什么才是真正的爱。对于那些还分不清性与爱关系的人来说，这本书无疑是通往性爱哲学的“星光大道”。
《科学哲学》,萨米尔·奥卡沙,哲学,这本书只有139页，有些烧脑，但非常值得阅读。会带给你一种全新的思维方式。科学哲学，即从哲学的角度观察科学。科学战胜宗教，进入人类社会，不过短短百年时间。而在这百年时间里，科学所受到的追捧，远胜宗教千年时光累积。人类对科学的姿态是顶礼膜拜。但这本书，就是教我们一种与往日不同的思维方式，来看待科学。有助于我们找到科学和哲学的平衡点，并在此基础上进行对科学的重新审视。未加审视的科学不值得全信。
《康德教授的梦幻一日》,让·保罗·蒙欣      洛朗·莫罗,哲学,康德在哥尼斯堡出生、读书授学，终其一生，几乎从未离开过这块二百多平方千米的地方。而他之所以神奇并名留青史，是因为他所有的伟大历险都发生在他的头脑中。海德格尔这样形容康德的一生：他出生了，他思考，他死去，在哥尼斯堡。康德神奇的另一个方面是，他的生活像一则刻板的定律。康德每天每个时间做什么，都是有严格时间表的，每天在每个时刻都是在做同样的事情。最著名的就是他每天下午雷打不动的散步，时间之精准，以至于哥尼斯堡人都是通过他的散步时间，来调节自家的钟摆。而康德这个哲学家，最敬畏的是头上的星空和心中的道德律。这本书用他一天的作息时间表，为你阐释他的哲学理念。
《君主论》,尼可罗·马基亚维利,哲学,
《基督教与反基督教三部曲》,德·梅列日科夫斯基,哲学,
《惶然录》,费尔南多·佩索阿,哲学,它的作者是一个名叫费尔南多·佩索阿的葡萄牙诗人，和梵高一样，他在生前默默无闻，死后却引起了巨大的社会轰动。而《惶然录》（也被译为《不安之书》）则是他最为著名的代表作，收录的是他“仿日记”形式的晚期随笔。在这本书中，佩索阿总是能指出生活中那些被人们轻易忽略掉的现实，从而引起人们内心深处的不安和反思。比如在《太阳为谁而升》这篇文章中，佩索阿指出——人们从未关注过一个明明白白的道理：其他人也有灵魂。所以在生活中，经常要等到一个我们习以为常的人突然离去时，我们才能意识到这个人原来也是存在过的，而我们对他的了解却跟陌生人对他的了解相差无几。
《和繁重的工作一起修行》,一行禅师,哲学,有些人会抱怨压力太大，经常加班等各种工作问题，甚至是产生消极心理，厌恶工作。但在一行禅师看来，工作中遇到的挫折、磨砺，其实是最好的修行机会。《和繁重的工作一起修行》这本书就是一行禅师写给职场人士看的职场修行之书。在工作中修行，首先要打消内心对正念修行的疑虑。正念的修行讲究的是专注于活着的每一刻，所以它存在于每时每刻，并不会被繁重的工作影响。穿衣、刷牙、吃饭、走路、开会……只要你专注于每一件事情，你就是在进行修行。而当你用自身最大的诚意，全神贯注地去做事，你会发现，自己在重压下变得更加平和，压力变成动力，所有的问题都会迎刃而解。如果你找不到工作的快乐，甚至感到痛苦，跟着一行禅师的脚步，在工作中静心禅修，从而平和喜乐地成就事业。
《海蒂性学报告》,雪儿·海蒂,哲学,一个女人该如何享受自己的身体？说起这个话题，大多数女性会觉得羞耻，甚至会谈性色变。而《海蒂性学报告》这本书就揭开了这块遮羞布，探究女性在性爱过程里的快感与高潮。海蒂用海量的数据和抽样调查完成了这部巨著， 我们能读到4500名被访女性在这本书里的衷情吐露——她们是如何享受自己的身体，如何获得快感与高潮，又是如何看待爱情体验、性与婚姻、婚外情、女同性恋等等敏感话题。在她们衷情吐露的背后，真正享受性，才是健康、自由而独立自主的一个人。这就是海蒂最大的贡献——她让人们不再羞于谈及性爱话题的同时，也让人们明白了性爱确实可以称之为哲学，因为生活本身就是一本哲学书。
《共产党宣言》,卡尔·马克思,哲学,
《感觉的逻辑》,德勒兹,哲学,
《第二性》,西蒙娜·德·波伏娃,哲学,她出生在一个极为保守的天主教家庭，但却在19岁就宣称：我绝不让我的生命屈从于他人的意志。牛逼的是，她真的做到了。她是萨特的终身伴侣，虽然共同生活了51年，却没有结婚，也没有生孩子，因为“我们认为，按照我们的信念行事，认可这种非正式的婚姻状态，是合乎道德的。”这本《第二性》让波伏娃获得了世界性的成功，从此她的影响力冲出了法国，覆盖到了全世界。是最健全、最理智、最充满智慧的一本女性必读书。书中探讨了很多议题，如男女现状、女性地位、婚姻、同性恋、妓女、堕胎、自由等等，非常深刻犀利、一针见血。《第二性》对于一个女人的成长，完全是一种思想上的重构。她能带给你一种前所未有的清醒。这种清醒不但是对外界现实的清醒认识，更是对自己的自省和对生命的重新审视。
《大问题》,罗伯特·所罗门,哲学,这是一本直接面对世界和问题的导论，直接启发你去思考和面对那些问题，然后再看各个流派的哲学家是如何思考这个问题的。在书单狗看来，只要你对生活还有好奇，那这本书就值得你放进阅读清单中！
《存在与时间》,海德格尔,哲学,
《纯粹理性批判》,康德,哲学,
《禅与摩托车维修艺术》,罗伯特·M.波西格,哲学,有多少人曾以为这是修摩托指南而错过这本佳作的？这其实是一部奇特而有趣的哲学小说，父子俩在骑摩托车跨越美国大陆的旅行中，父亲将所见所闻所感所思向他十一岁的儿子倾吐，完成了一次自我心灵与人类文明的探索。
《不朽》,米兰·昆德拉,哲学,主人公阿涅丝，因为受到往事回忆的长久纠缠，陷入了无可奈何状态中。读米兰·昆德拉的书，不要指望一气呵成的爱情或者什么故事，他字句之中的漫天联想与隐喻才是最奥妙、最有意思的养分。
《玻璃球游戏》,赫尔曼·黑塞,哲学,如果你喜欢哲学，尤其是禅学的话，这本书会是你喜欢的书。它讲了一个象牙塔的寓言，和一个人如何成为真正的人的故事。
《玻璃球游戏》,赫尔曼·黑塞,哲学,在这本书里，黑塞将世界分为精神世界与俗世世界。而玻璃球游戏是精神世界中一种基于音乐、数学的思维游戏。主角克乃西特在精神世界修行玻璃球游戏，最终成为精神大师。但功成名就后的他，意识到精神不能与世俗割裂，精神反馈于俗世才能体现出价值。于是，他毅然离开这个精神国度，去到俗世世界，做一个普通教师。他遵循自己的内心，勇敢地踏出了改变的一步。从此，这个世界少了一个虚无缥缈的精神大师，而多了一个脚踏实地的普通人。
《爱情笔记》,阿兰·德波顿,哲学,一部有趣简单的爱情小说，充斥着英式幽默，虽然情节平淡但恰恰写的是身边的爱情，邂逅、相识、同居再到分歧、分手。作者还在爱情的每个阶段，穿插各种分析和见解，随处可见西方各派哲学家的言论与思辨。
